Gene	NPat	Coverage	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
SPIB	9	0	No	N/A	No	1	1	1	1	0.243	1	1	1	1	1	1	1	1	1	1	0
ZC3H14	4	0	No	N/A	No	1	1.0	1	1	0.0544	1	1	1	1	1	1	1	0.214173557164388	1	1	0
PCDHB3	12	0.85427135678392	No	N/A	No	1	1	1	1	0.894	1	1	1	1	1	1	1	1	1	1	0
FAM173B	3	0.609442060085837	No	N/A	No	1	0.1642250991126164	1	1	0.314	1	1	1	1	1	1	1	1	1	1	0
ZFHX2	3	0.047045101088647	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PPAP2C	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EGFL8	10	0	No	N/A	No	1	1	1	1	0.385	1	1	1	1	1	1	1	1	1	1	0
IPO4	10	0.614246068455134	No	N/A	No	1	1.0	1	1	0.792	1	1	1	1	1	1	1	1	1	1	0
C1orf94	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FUT6	3	0	No	N/A	No	1	1	1	1	0.737	1	1	1	1	1	1	1	1	1	1	0
EPB41	8	0.333333333333333	No	N/A	No	1	0.47963225627130585	1	1	0.953	1	1	1	1	1	1	1	1	1	1	0
PCGF3	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NDUFA6	1	0.831168831168831	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.152692032935936	1	1	0
AMER3	6	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RP11-998D10.1	4	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KIAA0754	8	0	No	N/A	No	1	1.0	1	1	0.150	1	1	1	1	1	1	1	1	1	1	0
ATF5	2	0	No	N/A	No	1	0.5019354056244596	1	1	1	1	1	1	1	1	1	1	0.219495251802939	1	1	0
KIAA1324	6	0	No	N/A	No	1	1	1	1	0.0167	1	1	1	1	1	1	1	1	1	1	1
DIO3	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PSG9	3	0.89906103286385	No	N/A	No	1	1	1	1	0.471	1	1	1	1	1	1	1	1	1	1	0
OR6M1	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SIRT5	1	0	No	N/A	No	1	0.7010748456452611	1	1	0.417	1	1	1	1	1	1	1	1	1	1	0
SLITRK2	9	0	No	N/A	No	1	1	1	1	0.360	1	1	1	1	1	1	1	1	1	1	0
RASGRF1	12	0.406127258444619	No	N/A	No	1	1	1	1	0.668	1	1	1	1	1	1	1	1	1	1	0
C12orf73	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SOX13	6	0.154340836012862	No	N/A	No	1	0.22524464695782614	1	1	0.230	1	1	1	1	1	1	1	1	1	1	0
TAAR6	2	0.959420289855072	No	N/A	No	1	1	1	1	0.448	1	1	1	1	1	1	1	1	1	1	0
BCL2A1	1	0.868571428571429	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DIP2A	12	0	No	N/A	No	1	1.0	1	1	0.391	1	1	1	1	1	1	1	1	1	1	0
PHF6	3	0	No	Unk	Missense somatic drivers in other tissues	1	1.0	1	1	0.247	1	1	1	1	1	1	1	1	1	1	0
RASL10A	1	0.940886699507389	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KCTD20	3	0	No	N/A	No	1	1.0	1	1	0.566	1	1	1	1	1	1	1	1	1	1	0
TAF3	3	0.0742734122712594	No	N/A	No	1	1.0	1	1	0.635	1	1	1	1	1	1	1	1	1	1	0
SWAP70	3	0.179487179487179	No	N/A	No	1	1.0	1	1	0.268	1	1	1	1	1	1	1	1	1	1	0
UBXN2B	3	0.577039274924471	No	N/A	No	1	1.0	1	1	0.540	1	1	1	1	1	1	1	1	1	1	0
FEN1	4	1	No	N/A	No	1	0.43433945444696753	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CD84	3	0.553623188405797	No	N/A	No	1	1	1	1	0.932	1	1	1	1	1	1	1	1	1	1	0
LSM14A	1	0.1792656587473	No	Unk	Other somatic drivers in other tissues	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NDUFA3	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CGB2	4	0.889570552147239	No	N/A	No	1	1	1	1	0.522	1	1	1	1	1	1	1	1	1	1	0
SGPP2	1	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RAB3IL1	1	0.722513089005236	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FBXO2	5	1	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PNLIP	5	0.96989247311828	No	N/A	No	1	1	1	1	0.859	1	1	1	1	1	0.97522	1	1	1	1	0
SF3A1	2	0.324085750315258	No	N/A	No	1	1.0	1	1	0.427	1	1	1	1	1	1	1	0.0880340700315458	1	1	0
KNG1	4	0.16304347826087	No	N/A	No	1	1	1	1	0.942	1	1	1	1	1	1	1	1	1	1	0
DPH1	2	0.769751693002257	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
COG7	2	0	No	N/A	No	1	1.0	1	1	0.343	1	1	1	1	1	1	1	1	1	1	0
ACSS1	2	0.921625544267054	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZC3H4	3	0.066768994627782	No	N/A	No	1	0.07080235573102316	1	1	0.823	1	1	1	1	1	1	1	1	1	1	0
HR	1	0.263246425567704	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SUSD4	8	0	No	N/A	No	1	1.0	1	1	0.127	1	1	1	1	1	1	1	1	1	1	0
SLC1A1	1	0.891221374045801	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BIRC2	3	0.898058252427185	No	N/A	No	1	0.8898818674749158	1	1	0.560	1	1	1	1	1	1	1	0.160509070298963	1	1	0
GPR19	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZC2HC1C	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZBTB18	3	0.532956685499058	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.206513068543507	1	1	0
ARHGDIB	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZSCAN20	6	0.443911792905081	No	N/A	No	1	1	1	1	0.466	1	1	1	1	1	1	1	1	1	1	0
CCDC163P	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AHDC1	5	0	No	N/A	No	1	1.0	1	1	0.470	1	1	1	1	1	1	1	1	1	1	0
NPTN	2	0.939698492462312	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DYM	1	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PEX2	2	0	No	N/A	No	1	1.0	1	1	0.545	1	1	1	1	1	1	1	1	1	1	0
CAPN14	2	0	No	N/A	No	1	1	1	1	0.699	1	1	1	1	1	1	1	1	1	1	0
WDR4	4	0.524271844660194	No	N/A	No	1	1.0	1	1	0.603	1	1	1	1	1	1	1	1	1	1	0
PYCR1	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FOXN4	1	0.193423597678917	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR52E2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OGFOD1	5	1	No	N/A	No	1	0.7667870746880573	1	1	0.147	1	1	1	1	1	1	1	0.144305950839749	1	1	0
MGEA5	6	0.544759825327511	No	N/A	No	1	0.2044686118527932	1	1	0.325	1	1	1	1	1	1	1	0.127005610069278	1	1	0
MTMR1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PHF3	12	0.0887690044139284	No	N/A	No	1	0.7225465665307069	1	1	0.550	1	1	1	1	1	1	1	1	1	1	0
PCIF1	3	0.0667613636363636	No	N/A	No	1	1.0	1	1	0.390	1	1	1	1	1	1	1	1	1	1	0
ANKRD44	4	0	No	N/A	No	1	1	1	1	0.465	1	1	1	1	1	1	1	1	1	1	0
BMI1	4	0.334355828220859	No	N/A	No	1	1.0	1	1	0.158	1	1	1	1	1	1	1	0.206810725022307	1	1	0
C12orf65	1	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TTLL5	10	0	No	N/A	No	1	1.0	1	1	0.792	1	1	1	1	1	1	1	1	1	1	0
C1orf112	9	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TTC4	5	0.271317829457364	No	N/A	No	1	0.5994505531429013	1	1	0.123	1	1	1	1	1	1	1	1	1	1	0
ABCF3	7	0.730606488011283	No	N/A	No	1	1.0	1	1	0.235	1	1	1	1	1	1	1	1	1	1	0
TNFSF14	1	0.683333333333333	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
STAM	3	0.609259259259259	No	N/A	No	1	1.0	1	1	0.171	1	1	1	1	1	1	1	1	1	1	0
CREB3	6	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PRNT	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SNX6	3	0.385167464114833	No	N/A	No	1	1.0	1	1	0.529	1	1	1	1	1	1	1	1	1	1	0
KRT33B	1	0.316831683168317	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0561233609237978	1	1	0
NBL1	3	0.643518518518518	No	N/A	No	1	0.7955543390191187	1	1	0.172	1	1	1	1	1	1	1	1	1	1	0
MCM10	7	0.322285714285714	No	N/A	No	1	1.0	1	1	0.929	1	1	1	1	1	1	1	0.155090570102508	1	1	0
DPYSL2	2	0	No	N/A	No	1	1.0	1	1	0.987	1	1	1	1	1	1	1	1	1	1	0
ASPHD2	5	0.479674796747967	No	N/A	No	1	0.9775016456914207	1	1	0.0259	1	1	1	1	1	1	1	1	1	1	1
TYW3	5	0.749034749034749	No	N/A	No	1	0.24709426883769298	1	1	0.716	1	1	1	1	1	1	1	1	1	1	0
ANKRD45	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TFAP2A	6	0	No	N/A	No	1	1	1	1	0.144	1	1	1	1	1	1	1	1	1	1	0
NME5	1	0.740566037735849	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BCL6B	3	0.626304801670146	No	N/A	No	1	1.0	1	1	0.209	1	1	1	1	1	1	1	1	1	1	0
ESRRA	9	0.959810874704492	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UBBP4	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DCP1B	1	0.19773095623987	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PCTP	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ADIPOR2	2	0.743523316062176	No	N/A	No	1	1.0	1	1	0.652	1	1	1	1	1	1	1	1	1	1	0
CCDC178	5	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EDIL3	2	0.95625	No	N/A	No	1	1.0	1	1	0.831	1	1	1	1	1	1	1	1	1	1	0
RIOK3	1	0.535645472061657	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PIAS2	9	0.671497584541063	No	N/A	No	1	1.0	1	1	0.148	1	1	1	1	1	1	1	1	1	1	0
NKX6-1	1	0.226158038147139	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SAGE1	13	0	No	N/A	No	1	1	1	1	0.422	1	1	1	1	1	1	1	1	1	1	0
MAPK8IP2	2	0.0729040097205346	No	N/A	No	1	1	1	1	0.373	1	1	1	1	1	1	1	1	1	1	0
SCCPDH	4	0	No	N/A	No	1	0.22040186737120607	1	1	0.218	1	1	1	1	1	1	1	1	1	1	0
DGAT2	2	0	No	N/A	No	1	1	1	1	0.220	1	1	1	1	1	1	1	1	1	1	0
AHCTF1	16	0	No	N/A	No	1	1.0	1	1	0.175	1	1	1	1	1	1	1	1	1	1	0
AQP8	1	0.904214559386973	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CYTH3	5	0.864661654135338	No	N/A	No	1	1.0	1	1	0.431	1	1	1	1	1	1	1	1	1	1	0
RNF32	4	0	No	N/A	No	1	1	1	1	0.782	1	1	1	1	1	1	1	1	1	1	0
HSPA14	6	1	No	N/A	No	1	0.01571393334056463	1	1	0.259	1	1	1	1	1	1	1	0.0907743504200838	1	1	1
CTB-96E2.2	6	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MYOCD	10	0.185598377281947	No	N/A	No	1	1	1	1	0.767	1	1	1	1	1	1	1	1	1	1	0
MLF1	2	0	No	Unk	Other somatic drivers in other tissues	1	0.8162569485753185	1	1	0.467	1	1	1	1	1	1	1	0.0243251104733771	1	1	1
UGT3A1	1	0.323135755258126	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RPS5	6	0	No	N/A	No	9.401424e-01	0.16132864337877664	1	1	0.644	1	1	1	1	1	1	1	1	1	1	0
DOK6	1	0.302114803625378	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IL1R1	1	0.836555360281195	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GXYLT1	3	0	No	N/A	No	1	1.0	1	1	0.875	1	1	1	1	1	1	1	1	1	1	0
CDH13	2	0.910526315789474	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
USP8	8	0	No	OG	Missense somatic drivers in other tissues	1	0.9541636817841961	1	1	0.111	1	1	1	1	1	1	1	0.215952738126993	1	1	0
INTS10	3	0	No	N/A	No	1	1.0	1	1	0.0238	1	1	1	1	1	1	1	1	1	1	1
ARID3A	2	0.236087689713322	No	N/A	No	1	1	1	1	0.846	1	1	1	1	1	1	1	0.0613641165830147	1	1	0
ZNF101	5	0.896788990825688	No	N/A	No	1	1.0	1	1	0.935	1	1	1	1	1	1	1	1	1	1	0
TDRD6	13	0.0777671755725191	No	N/A	No	1	1	1	1	0.408	1	1	1	1	1	1	1	1	1	1	0
PAK1	4	0.849909584086799	No	N/A	No	1	0.8180795044132187	1	1	0.0204	1	1	1	1	1	1	1	0.220598765177167	1	1	1
CDCA4	3	0	No	N/A	No	1	1.0	1	1	0.537	1	1	1	1	1	1	1	1	1	1	0
BSPH1	1	0.909090909090909	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ARSI	2	0.862917398945518	No	N/A	No	1	1	1	1	0.903	1	1	1	1	1	1	1	1	1	1	0
SLC2A10	3	0.77818853974122	No	N/A	No	1	0.5711236404438845	1	1	0.406	1	1	1	1	1	1	1	1	1	1	0
ENOPH1	5	1	No	N/A	No	1	0.23853322099797497	1	1	0.585	1	1	1	1	1	1	1	1	1	1	0
GCDH	4	0	No	N/A	No	1	0.6542771012031554	1	1	0.509	1	1	1	1	1	1	1	1	1	1	0
CIDEB	7	0.538812785388128	No	N/A	No	1	1	1	1	0.758	1	1	1	1	1	1	1	1	1	1	0
ZFP112	11	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PMM2	1	0.995934959349594	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AL031663.1	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ABCF2	6	0.848580441640379	No	N/A	No	1	1.0	1	1	0.449	1	1	1	1	1	1	1	1	1	1	0
SPP2	2	0	No	N/A	No	1	1	1	1	0.367	1	1	1	1	1	1	1	1	1	1	0
APP	9	0.881818181818182	No	N/A	No	1	0.6760409489157939	1	1	0.394	1	1	1	1	1	1	1	1	1	1	0
MBD3L2	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ART5	3	0.807560137457045	No	N/A	No	4.834199e-01	1	1	1	0.305	1	1	1	1	1	1	1	1	1	1	0
CACNA1D	19	0.784502521779	No	OG	Missense somatic drivers in other tissues	1	0.10315468534414758	1	1	0.159	1	1	1	1	1	1	1	1	1	1	0
POR	4	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF714	4	0	No	N/A	No	1	1.0	1	1	0.386	1	1	1	1	1	1	1	1	1	1	0
GZMH	1	0.98780487804878	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PRR7	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MORC4	4	0.465314834578442	No	N/A	No	1	1.0	1	1	0.259	1	1	1	1	1	1	1	1	1	1	0
ACTA2	4	0	No	N/A	No	1	0.8769294243540388	1	1	0.205	1	1	1	1	1	1	1	0.165455068070236	1	1	0
TNFSF12-TNFSF13	7	0.675757575757576	No	N/A	No	1	0.34024113760035984	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DHX32	6	0.935397039030956	No	N/A	No	1	0.8653561241838603	1	1	0.0675	1	1	1	1	1	1	1	1	1	1	0
TWIST1	2	0.297029702970297	No	N/A	No	1	1	1	1	0.0377	1	1	1	1	1	1	1	1	1	1	1
CXCR6	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RHCE	2	0.983213429256595	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ABHD15	2	0	No	N/A	No	1	1.0	1	1	0.768	1	1	1	1	1	1	1	0.221080188962687	1	1	0
DNAJC7	7	0.951417004048583	No	N/A	No	1	0.5711236404438845	1	1	0.128	1	1	1	1	1	1	1	1	1	1	0
CD83	2	0	No	N/A	No	1	1.0	1	1	0.532	1	1	1	1	1	1	1	1	1	1	0
SLC23A2	8	0	No	N/A	No	1	0.12660014662822813	1	1	0.619	1	1	1	1	1	1	1	1	1	1	0
TFB1M	3	0.976878612716763	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AC010536.1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ATP6V1G2-DDX39B	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CDKL1	5	0.85195530726257	No	N/A	No	1	1	1	1	0.696	1	1	1	1	1	1	1	1	1	1	0
TPM1	4	0	No	N/A	No	1	1	1	1	0.571	1	1	1	1	1	1	1	1	1	1	0
LRRC14	5	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
INHBB	1	0.845208845208845	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
WSCD2	14	0	No	N/A	No	1	1	1	1	0.141	1	1	1	1	1	1	1	1	1	1	0
SYAP1	2	0.25	No	N/A	No	1	1.0	1	1	0.906	1	1	1	1	1	1	1	1	1	1	0
B4GALT4	2	0	No	N/A	No	1	1.0	1	1	0.0260	1	1	1	1	1	1	1	1	1	1	1
STXBP2	5	0	No	N/A	No	1	0.33990358953749245	1	1	0.566	1	1	1	1	1	1	1	0.172954343173242	1	1	0
SERPINB4	2	1	No	N/A	No	1	1	1	1	0.318	1	1	1	1	1	1	1	1	1	1	0
TAF1A	3	0	No	N/A	No	1	1	1	1	0.235	1	1	1	1	1	1	1	1	1	1	0
GPT2	3	0.910133843212237	No	N/A	No	1	0.8476392217375671	1	1	0.210	1	1	1	1	1	1	1	0.164472436970907	1	1	0
C1GALT1C1	3	0	No	N/A	No	1	1.0	1	1	0.995	1	1	1	1	1	1	1	1	1	1	0
ADRA1B	1	0.701923076923077	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DNAJC18	1	0.326815642458101	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CDC40	3	0.930915371329879	No	N/A	No	1	1.0	1	1	0.915	1	1	1	1	1	1	1	1	1	1	0
ALB	3	1	No	N/A	No	1	1	1	1	0.304	1	1	1	1	1	1	1	1	1	1	0
TTLL8	3	0.267058823529412	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZCCHC4	2	0	No	N/A	No	1	1.0	1	1	0.932	1	1	1	1	1	1	1	1	1	1	0
LAPTM4B	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ITGAD	3	0.931093884582257	No	N/A	No	1	1	1	1	0.767	1	1	1	1	1	1	1	1	1	1	0
ZSCAN25	5	0	No	N/A	No	1	0.13976756069098845	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AC005549.3	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SEPT2	3	0	No	N/A	No	1	0.2278402274071435	1	1	0.958	1	1	1	1	1	1	1	0.145191740479866	1	1	0
ACSM4	3	0.927586206896552	No	N/A	No	1	1	1	1	0.659	1	1	1	1	1	1	1	1	1	1	0
CGGBP1	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MOV10	11	0.453639082751745	No	N/A	No	1	1.0	1	1	0.573	1	1	1	1	1	1	1	1	1	1	0
ATXN7L2	3	0.0900277008310249	No	N/A	No	1	1.0	1	1	0.145	1	1	1	1	1	1	1	1	1	1	0
TOX4	9	0	No	N/A	No	1	0.02896298864999064	1	1	0.168	1	1	1	1	1	1	1	0.215952738126993	1	1	1
SIPA1L2	11	0.19047619047619	No	N/A	No	1	1.0	1	1	0.458	1	1	1	1	1	1	1	0.162837857708225	1	1	0
CCZ1B	5	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
WNT3A	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TRIM4	7	0.982	No	N/A	No	1	0.32736364572517695	1	1	0.116	1	1	1	1	1	1	1	0.190712437842549	1	1	0
PAQR8	2	0	No	N/A	No	1	1.0	1	1	0.647	1	1	1	1	1	1	1	1	1	1	0
PAM	7	0.654004106776181	No	N/A	No	1	1.0	1	1	0.800	1	1	1	1	1	1	1	1	1	1	0
RFNG	3	0.830815709969788	No	N/A	No	1	0.84604644260169	1	1	0.404	1	1	1	1	1	1	1	1	1	1	0
CT47A12	5	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CLDN7	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PROKR1	2	0	No	N/A	No	1	1	1	1	0.286	1	1	1	1	1	1	1	1	1	1	0
DDX21	6	0.719029374201788	No	N/A	No	1	1.0	1	1	0.530	1	1	1	1	1	1	1	1	1	1	0
CYSLTR1	5	0.979228486646884	No	N/A	No	1	1	1	1	0.612	1	1	1	1	1	1	1	1	1	1	0
EFNB1	1	0.485549132947977	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ATCAY	2	0	No	N/A	No	1	1	1	1	0.147	1	1	1	1	1	1	1	1	1	1	0
SMAD5	4	0.844827586206897	No	N/A	No	1	1.0	1	1	0.939	1	1	1	1	1	1	1	1	1	1	0
YIPF7	2	0	No	N/A	No	1	1	1	1	0.611	1	1	1	1	1	1	1	1	1	1	0
PRDX4	1	0.896678966789668	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AC110792.1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SETD1A	7	0.14821323960164	No	N/A	No	1	1.0	1	1	0.499	1	1	1	1	1	1	1	1	1	1	0
IFNLR1	2	0.496153846153846	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EYA3	6	0.49738219895288	No	N/A	No	1	0.6398120224570041	1	1	0.667	1	1	1	1	1	1	1	1	1	1	0
PLCD4	7	0	No	N/A	No	1	1	1	1	0.381	1	1	1	1	1	1	1	1	1	1	0
EIF4G1	11	0	No	N/A	No	1	0.17092931525015986	1	1	0.675	1	1	1	1	1	1	1	1	1	1	0
TIMM8B	4	0	No	N/A	No	1	1.0	1	1	0.486	1	1	1	1	1	1	1	1	1	1	0
GAGE2C	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CASP9	3	0	No	N/A	No	1	1.0	1	1	0.864	1	1	1	1	1	1	1	1	1	1	0
ANKRD7	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MPV17L	6	0	No	N/A	No	1	1	1	1	0.267	1	1	1	1	1	1	1	1	1	1	0
HIST1H2BC	7	1	No	N/A	No	1	1	1	1	0.114	1	1	1	1	1	1	1	1	1	1	0
THAP10	3	0	No	N/A	No	1	1	1	1	0.892	1	1	1	1	1	1	1	1	1	1	0
CACTIN	3	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF474	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LYZL6	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SSX2IP	5	0	No	N/A	No	1	1.0	1	1	0.932	1	1	1	1	1	1	1	1	1	1	0
KRT2	5	0.350547730829421	No	N/A	No	1	1	1	1	0.303	1	1	1	1	1	1	1	1	1	1	0
CCDC176	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR2T27	7	0	No	N/A	No	3.179625e-01	1	1	1	1	1	1	1	1	1	0.958937	1	1	1	1	0
BAX	13	0.756880733944954	No	N/A	No	1	4.735170588965332e-11	1	1	0.364	1	1	1	1	1	1	1	0.190128117025093	1	1	1
KAT6A	8	0	No	Unk	Other somatic drivers in other tissues	1	1.0	1	1	1	1	1	1	1	1	1	1	0.206810725022307	1	1	0
DRD4	1	0.983293556085919	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PLA2G4D	7	0.988997555012225	No	N/A	No	1	1	1	1	0.355	1	1	1	1	1	0.943942	1	1	1	1	0
MTMR11	13	0.726375176304654	No	N/A	No	1	1.0	1	1	0.755	1	1	1	1	1	1	1	1	1	1	0
ATP1A4	13	0.969873663751215	No	N/A	No	1	1	1	1	0.589	1	1	1	1	1	0.913958	1	1	1	1	0
PCP2	4	0	No	N/A	No	8.814150e-01	1	1	1	0.283	1	1	1	1	1	1	1	1	1	1	0
H2AFY2	5	0.908602150537634	No	N/A	No	1	0.45450600282419024	1	1	0.337	1	1	1	1	1	1	1	1	1	1	0
CD36	4	0	No	N/A	No	1	1.0	1	1	0.709	1	1	1	1	1	1	1	1	1	1	0
DIEXF	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FAM96B	3	0.717791411042945	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TRIM50	2	0.560574948665298	No	N/A	No	1	1	1	1	0.495	1	1	1	1	1	1	1	1	1	1	0
MYT1L	17	0	No	N/A	No	1	1	1	1	0.329	1	1	1	1	1	1	1	1	1	1	0
