Gene	NPat	Coverage	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
C8orf42	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FUZ	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
S100A7A	1	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
WDR48	1	1	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZSCAN20	2	0.443911792905081	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ATP6AP2	1	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AMH	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PIWIL2	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EPG5	7	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MARCH4	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KCNA2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SYCE2	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RAD17	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TYR	5	0.631379962192817	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLC38A8	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PAPL	3	0.929223744292237	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF138	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CMKLR1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TUBA1C	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0885283952857021	1	1	0
AKAP7	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A4GNT	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CTC-479C5.12	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DCAF6	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0742156387192981	1	1	0
SHISA3	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HSD17B13	1	0.88	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
INIP	1	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0737734431776432	1	1	0
EPDR1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KIAA2013	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FAM109B	4	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CRNN	3	0.187878787878788	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.233399560356725	1	1	0
ELK1	3	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KIR2DL3	4	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EFCAB4A	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CNGA3	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EVI5L	1	0.398757763975155	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NRD1	5	0.808039376538146	No	N/A	No	1	0.8764072316387461	0.368471681186	 0.00204974 	1	1	1	1	1	1	1	1	0.120292609565981	1	1	1
PTGES3L-AARSD1	1	0.573378839590444	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GLUD2	4	1	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GNPDA1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MYH9	6	0.988265306122449	No	Unk	Other somatic drivers in other tissues	1	1.0	1	1	1	1	1	1	1	1	1	1	0.000630287737108157	1	1	1
CDSN	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GZMM	1	0.976653696498054	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NCOA3	5	0.232443820224719	No	N/A	No	1	0.8625816416533573	1	1	1	1	1	1	1	1	1	1	0.23950928196623	1	1	0
MAPK1IP1L	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MAK16	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.115832753770548	1	1	0
PRB2	6	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1.286e-04	1	1	1	1
CNKSR1	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KCNE1	1	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GPAM	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MS4A8B	3	0	No	N/A	No	1	1	1	 0.000111616 	1	1	1	1	1	1	1	1	1	1	1	1
CRIPAK	1	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TCEAL6	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RPL35	3	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IFT46	1	0.284507042253521	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TM9SF1	7	0	No	N/A	No	1	0.8438661679381497	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SEC14L4	3	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RAPGEF2	4	0.353569046030687	No	N/A	No	1	0.7550387309142197	1	1	1	1	1	1	1	1	1	1	0.177657609109026	1	1	0
LRIG1	3	0.731015553522415	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ABCC1	4	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
INTS6	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CACNA1I	5	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GNB4	2	1	No	N/A	No	1	0.5095735581843396	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EIF3B	2	0.884520884520885	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.0183001260213969	1	1	1
APPL2	1	0.77910447761194	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF645	2	0.235294117647059	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LRMP	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HNF1A	4	0	No	Unk	Missense somatic drivers in other tissues	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C6orf195	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR2G2	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BTN2A2	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PNCK	3	0.870892018779343	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PEX12	2	0	No	N/A	No	1	0.30342729237344723	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HSPA5	1	0.954128440366973	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KCNN4	1	0.215456674473068	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CLINT1	4	0.258164852255054	No	N/A	No	1	0.7185561916626965	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MAP3K15	7	0.219345011424219	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
VARS	7	0.761867088607595	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR2M5	4	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
USP44	2	0.728932584269663	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LIMA1	1	0.105263157894737	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MTG1	1	0.702064896755162	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
WRN	2	0.625	No	Unk	Other germline drivers in other tissues	1	0.5428868530977865	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GNG13	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GC	2	0.961460446247465	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KIF11	2	0.383522727272727	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DHX38	5	0.610431947840261	No	N/A	No	1	0.23160573211660423	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LDLRAD3	1	0.336231884057971	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CCND2	2	1	No	OG	Other somatic drivers in other tissues	1	0.3128357441825089	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ATP6V0A2	1	0.981308411214953	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0626336457217712	1	1	0
BPIFB3	5	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PAQR7	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TNPO1	2	0.99109131403118	No	N/A	No	1	0.9210239218273977	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DCTN4	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ACOX3	1	0.927142857142857	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ELAVL4	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZFP42	9	0.541935483870968	No	N/A	No	1	1	1	1	5.000000e-02	1	1	1	1	1	0.855138	1	0.0791804345739367	1	1	0
TOP3B	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MSRA	2	0.940425531914894	No	N/A	No	1	0.3866542600338944	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LYAR	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FNTA	4	1	No	N/A	No	1	0.9694007483972412	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LHX8	1	0.567415730337079	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
COPS6	3	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EMC2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IRF9	3	0.745547073791349	No	N/A	No	1	0.8336523428175734	1	1	1	1	1	1	1	1	1	1	1	1	1	0
POGK	2	0	No	N/A	No	1	0.5997664525911018	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR9I1	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FAM131C	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MYLK3	4	0.46031746031746	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RLBP1	1	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AC006538.4	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
VPS33A	2	1	No	N/A	No	1	0.5401931282708403	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MAML1	4	0.062007874015748	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SASH1	5	0.170008019246191	No	N/A	No	1	0.6309352571118575	1	1	1	1	1	1	1	1	1	1	0.00182067063145491	1	1	1
ZNF805	1	0.728867623604466	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SH2D6	1	0.742857142857143	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RAP1B	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MROH2B	14	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNRF1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
THAP9	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HIST1H2AI	2	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EPCAM	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GPR83	4	0.858156028368794	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
POM121	3	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ALCAM	1	1	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BRD7	2	0.188650306748466	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MRPS35	2	0.996904024767802	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SYT6	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
WDR49	1	0.285509325681492	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR7E24	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PTGDR	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SPRED1	1	0.304054054054054	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KRT5	1	0.515254237288136	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OMA1	3	0	No	N/A	No	1	0.6927391771195435	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GCNT1	2	0.913551401869159	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SHOC2	6	0.878006872852234	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GMPPB	4	0.813953488372093	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HDAC10	3	0.568011958146487	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DHRS9	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C7orf50	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TBK1	2	0.901234567901235	No	N/A	No	1	0.9158249575050557	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LHFPL1	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CHD6	7	0.258563535911602	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GABRG1	3	0.666666666666667	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF556	2	0.776315789473684	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NDE1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EPHA2	2	0.939549180327869	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MBD5	3	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
WDR75	3	0	No	N/A	No	1	0.3919118305894367	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CLN6	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DUXA	1	0.735294117647059	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TBC1D1	3	0.279965753424658	No	N/A	No	1	0.6573588803893827	1	1	1	1	1	1	1	1	1	1	0.0959290245883003	1	1	0
ZNF286B	1	0.624521072796935	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
POU4F2	4	0.405867970660147	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CTIF	1	0.355	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DCUN1D1	1	0.996138996138996	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.185508964822856	1	1	0
TGFB1I1	2	0.399132321041215	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DUOXA1	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GORASP2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PQBP1	4	0.162264150943396	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KRT77	1	0.230103806228374	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
WDR42A	3	0.159786950732357	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ITGA1	2	0.943172179813401	No	N/A	No	1	0.872642693359269	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CYP2A13	2	0.965587044534413	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LZTS1	3	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C9orf72	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EDAR	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TXNDC11	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DAK	1	0.996521739130435	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MED17	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MFAP5	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LRRC57	1	0.95397489539749	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PPP1R18	4	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
THUMPD1	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BCLAF1	7	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.194739735817342	1	1	0
CDCA2	3	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.115820250034021	1	1	0
CD70	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DCK	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NKAIN2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PCSK7	1	0.612738853503185	No	Unk	Other somatic drivers in other tissues	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LAT	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KRTAP24-1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NOB1	1	0.160194174757282	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
L34079.2	2	0.67175572519084	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PGLYRP2	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
STPG2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TP53INP1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR4N5	5	0	No	N/A	No	1	1	1	1	6.200000e-02	1	1	1	1	1	1	1	1	1	1	0
OTUD6A	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AIFM3	2	0.646280991735537	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CXXC4	2	0.133514986376022	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DHX32	2	0.935397039030956	No	N/A	No	1	0.909727703449004	1	1	1	1	1	1	1	1	1	1	0.0762235953892688	1	1	0
SLC29A2	2	0	No	N/A	No	1	0.430737181193494	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SAPCD2	2	0	No	N/A	No	1	0.43127722854481404	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RGL4	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ITPRIP	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OXTR	2	0.848329048843188	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NDUFA9	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FBXW11	2	0.878228782287823	No	N/A	No	1	0.37350622552902074	1	1	1	1	1	1	1	1	1	1	0.168405451710496	1	1	0
CPNE7	5	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF70	3	0.854260089686099	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
WDR86	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZBTB17	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
USP4	1	0.626168224299065	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FOXL2	3	0.319148936170213	No	Unk	Missense somatic drivers in other tissues	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ERGIC3	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PRND	1	0.744318181818182	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LAMC3	8	0.507301587301587	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PIK3C2A	4	0.596678529062871	No	N/A	No	1	0.6303663754223628	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MOG	6	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZFP2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GLS	4	0.717488789237668	No	N/A	No	1	0.2398361948987004	1	1	1	1	1	1	1	1	1	1	0.0475931366498961	1	0.04853345	2
CAD	8	0.97438202247191	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	0.00709987906370048	1	1	1
ARMCX2	2	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
THOC1	2	0.149162861491629	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
P2RY10	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RAF1	1	0	No	Unk	Other somatic drivers in other tissues	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ANO5	6	0.555312157721796	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IDNK	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MED15	4	0.0939086294416244	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MRPL19	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
COL20A1	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLC27A2	7	0.843548387096774	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	0.855138	1	1	1	1	0
TRIM6	4	0.943798449612403	No	N/A	No	1	0.7201916965606978	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZBTB33	4	0	No	N/A	No	1	0.5824781778192203	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UGT2B28	6	0.315689981096408	No	N/A	No	1	1	1	1	2.700000e-02	1	1	1	1	1	0.857828	1	1	1	1	1
PRSS37	2	0.982978723404255	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TPD52L2	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0883654059325995	1	1	0
FETUB	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EME2	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LIG1	4	0.748639825897715	No	N/A	No	1	0.870197901930433	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HSBP1L1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TJAP1	7	0	No	N/A	No	1	0.038806653073397465	0.368471681186	1	1	1	1	1	1	1	1	1	0.011557720027338	1	1	2
AVPR1B	1	0.794811320754717	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C20ORF135	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IFNA14	1	0.894179894179894	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ATM	10	0	No	TSG	Missense somatic drivers in other tissues	1	0.21447225834510086	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C1orf167	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TRPC4AP	4	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0704822617213375	1	1	0
SCN3B	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KLK10	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EIF4E	2	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PSMC4	3	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OSBPL9	4	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CREBRF	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FZR1	1	1	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
COPS7B	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CMA1	1	0.979757085020243	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CA8	2	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.0191777522978462	1	1	1
ST6GAL1	4	0.783251231527094	No	N/A	No	1	0.511061627992469	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PTPN9	1	0.925801011804384	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DZIP3	2	0	No	N/A	No	1	0.6924944117155825	1	1	1	1	1	1	1	1	1	1	0.08157888936021	1	1	0
RFX6	8	0.0808189655172414	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
