Gene	NPat	Coverage	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
DNAJC5B	2	0.50251256281407	No	N/A	No	9.261904e-01	1	1	1	0.867	1	1	1	1	1	1	1	1	1	1	0
TRIM7	1	0.970645792563601	No	N/A	No	1	1	1	1	0.259	1	1	1	1	1	1	1	1	1	1	0
LARS	1	0.875	No	N/A	No	9.015331e-01	1.0	1	1	0.534	1	1	1	1	1	1	1	1	1	1	0
DNAH10OS	4	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SPRED1	2	0.304054054054054	No	N/A	No	1	1.0	1	1	0.478	1	1	1	1	1	1	1	1	1	1	0
KLHL31	2	0	No	N/A	No	1	1	1	1	0.347	1	1	1	1	1	1	1	1	1	1	0
FCRL4	2	0.518446601941748	No	Unk	Other somatic drivers in other tissues	1	1.0	1	1	0.807	1	1	1	1	1	1	1	1	1	1	0
RRM1	1	1	No	N/A	No	1	1	1	1	0.839	1	1	1	1	1	1	1	1	1	1	0
TAS2R50	3	0	No	N/A	No	1	1	1	1	0.352	1	1	1	1	1	1	1	1	1	1	0
DCDC2B	5	0.601719197707736	No	N/A	No	1	1	1	1	0.577	1	1	1	1	1	1	1	1	1	1	0
CARD17	1	0.8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MRPL13	1	1	No	N/A	No	1	1	1	1	0.710	1	1	1	1	1	1	1	1	1	1	0
TOP2B	3	0	No	N/A	No	1	1.0	1	1	0.635	1	1	1	1	1	1	1	1	1	1	0
HERC2	9	0.35188249896566	No	N/A	No	1	0.9686601436757211	1	1	0.769	1	1	1	1	1	1	1	1	1	1	0
SHPRH	4	0	No	N/A	No	1	0.836945869078485	1	1	0.917	1	1	1	1	1	1	1	1	1	1	0
DHFR	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AGTPBP1	2	0	No	N/A	No	1	1.0	1	1	0.0440	1	1	1	1	1	1	1	1	1	1	1
AP2A2	1	0	No	N/A	No	1	1	1	1	0.723	1	1	1	1	1	1	1	1	1	1	0
MARC2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GPR162	2	0	No	N/A	No	1	1	1	1	0.0853	1	1	1	1	1	1	1	1	1	1	0
GPR107	2	0	No	N/A	No	7.556848e-01	0.06866073122291463	1	1	0.183	1	1	1	1	1	1	1	1	1	1	0
CEBPB	3	0.252173913043478	No	N/A	No	1.752924e-01	1.0	1	1	0.861	1	1	1	1	1	1	1	0.140919036710215	1	1	0
SCUBE1	4	0.187246963562753	No	N/A	No	1	1	1	1	0.241	1	1	1	1	1	1	1	1	1	1	0
OPN5	1	0	No	N/A	No	1	1	1	1	0.474	1	1	1	1	1	1	1	1	1	1	0
SRF	1	0.204724409448819	No	N/A	No	1	1	1	1	0.0269	1	1	1	1	1	1	1	1	1	1	1
IRF7	8	0	No	N/A	No	1	1	1	1	0.486	1	1	1	1	1	1	1	0.131956213852474	1	1	0
AFAP1	1	0.117936117936118	No	N/A	No	8.977158e-01	1	1	1	0.0561	1	1	1	1	1	1	1	0.0820177624455372	1	1	0
HADHB	2	0.90084388185654	No	N/A	No	1	1.0	1	1	0.924	1	1	1	1	1	1	1	0.0156505967778166	1	1	1
ADCY3	2	0.423951048951049	No	N/A	No	1	1.0	1	1	0.0861	1	1	1	1	1	1	1	0.0500305803717333	1	1	0
C1orf114	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LHX5	1	0.497512437810945	No	N/A	No	5.785990e-01	1	1	1	0.847	1	1	1	1	1	1	1	0.0552475933449072	1	1	0
TERF2IP	3	0.390977443609023	No	N/A	No	1	0.4570441935642438	1	1	0.245	1	1	1	1	1	1	1	1	1	1	0
SLC41A3	1	0	No	N/A	No	1	1.0	1	1	0.911	1	1	1	1	1	1	1	1	1	1	0
HHLA2	2	0	No	N/A	No	1	1	1	1	0.615	1	1	1	1	1	1	1	1	1	1	0
UBE2Q2	1	0.458666666666667	No	N/A	No	1	1	1	1	0.323	1	1	1	1	1	1	1	1	1	1	0
CTD-3138B18.4	4	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CDK14	4	0	No	N/A	No	1	0.4534254958635731	1	1	0.895	1	1	1	1	1	1	1	1	1	1	0
WDR45	7	0	No	N/A	No	8.515744e-01	0.907156264637626	1	1	0.0163	1	1	1	1	1	1	1	1	1	1	1
BARD1	2	0.665379665379665	No	N/A	No	9.726107e-01	1	1	1	0.0982	1	1	1	1	1	1	1	1	1	1	0
FLNA	5	1	No	N/A	No	1	1.0	1	1	0.238	1	1	1	1	1	1	1	0.0220887784300802	1	1	1
ZNF283	3	0.715758468335788	No	N/A	No	1	1	1	1	0.183	1	1	1	1	1	1	1	0.0992274714518579	1	1	0
TUBGCP3	1	0.515986769570011	No	N/A	No	1	1.0	1	1	0.489	1	1	1	1	1	1	1	1	1	1	0
BHLHE41	2	0	No	N/A	No	1.230360e-01	1.0	1	1	0.476	1	1	1	1	1	1	1	1	1	1	0
PAFAH2	1	0.961734693877551	No	N/A	No	1	1	1	1	0.398	1	1	1	1	1	1	1	1	1	1	0
SPAM1	1	0.786692759295499	No	N/A	No	1	1	1	1	0.141	1	1	1	1	1	1	1	1	1	1	0
C11orf24	1	0	No	N/A	No	7.348164e-01	1	1	1	0.0699	1	1	1	1	1	1	1	1	1	1	0
ARHGAP17	2	0.24744608399546	No	N/A	No	2.180244e-01	1.0	1	1	0.118	1	1	1	1	1	1	1	1	1	1	0
RAPGEF2	6	0.353569046030687	No	N/A	No	1	0.10546190197137215	1	1	0.948	1	1	1	1	1	1	1	0.0505762702023865	1	1	0
PPRC1	10	0	No	N/A	No	1	0.5488444273532007	1	1	0.281	1	1	1	1	1	1	1	0.140878444746743	1	1	0
SPAG7	5	0.356828193832599	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KCNV1	3	0	No	N/A	No	1	1	1	1	0.814	1	1	1	1	1	1	1	1	1	1	0
CDK18	1	0.634920634920635	No	N/A	No	1	1.0	1	1	0.911	1	1	1	1	1	1	1	1	1	1	0
EVI2B	1	0	No	N/A	No	1	1	1	1	0.430	1	1	1	1	1	1	1	1	1	1	0
C9orf156	3	0.346938775510204	No	N/A	No	6.367411e-01	0.579779896173243	1	1	0.338	1	1	1	1	1	1	1	1	1	1	0
CACNG8	4	0.710588235294118	No	N/A	No	1	1	1	1	0.442	1	1	1	1	1	1	1	1	1	1	0
FNDC9	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.121487807276411	1	1	0
TMEM130	3	0	No	N/A	No	1	1	1	1	0.316	1	1	1	1	1	1	1	1	1	1	0
VCPIP1	4	0.0654664484451719	No	N/A	No	1	0.9909377111707572	1	1	0.0686	1	1	1	1	1	1	1	1	1	1	0
UBN2	4	0	No	N/A	No	1	0.427276374593266	1	1	0.433	1	1	1	1	1	1	1	0.0956915086853663	1	1	0
RPP25L	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HNF4G	3	0.815730337078652	No	N/A	No	1	1	1	1	0.162	1	1	1	1	1	1	1	1	1	1	0
PNKP	2	1	No	N/A	No	1	1.0	1	1	0.518	1	1	1	1	1	1	1	1	1	1	0
FGFR4	3	0.875311720698254	No	Unk	Missense somatic drivers in other tissues	1	0.5399801113558693	1	1	0.468	1	1	1	1	1	1	1	1	1	1	0
DGKH	2	0.108196721311475	No	N/A	No	5.138395e-01	1	1	1	0.813	1	1	1	1	1	1	1	0.0463329063045178	1	1	1
SIX2	2	0.649484536082474	No	N/A	No	1	1	1	1	0.685	1	1	1	1	1	1	1	1	1	1	0
CDCP2	1	0.837416481069042	No	N/A	No	1	1	1	1	0.247	1	1	1	1	1	1	1	1	1	1	0
ANGPT1	1	0.572289156626506	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CHST12	1	0	No	N/A	No	1	1.0	1	1	0.0418	1	1	1	1	1	1	1	1	1	1	1
FAM115A	1	0.372421281216069	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR10J3	2	0	No	N/A	No	1.443509e-01	1	1	1	0.827	1	1	1	1	1	1	1	1	1	1	0
PPIE	2	0.869426751592357	No	N/A	No	1	0.2335808552000775	1	1	0.481	1	1	1	1	1	1	1	0.0877867845972874	1	1	0
ZBTB38	5	0	No	N/A	No	1	1.0	1	1	0.854	1	1	1	1	1	1	1	1	1	1	0
CSF3	2	0.855072463768116	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
WFDC10A	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RGL2	5	0.76962676962677	No	N/A	No	1	0.6642310708392105	1	1	0.540	1	1	1	1	1	1	1	1	1	1	0
HSH2D	1	0	No	N/A	No	1	1	1	1	0.0734	1	1	1	1	1	1	1	1	1	1	0
TRNAU1AP	1	0.641114982578397	No	N/A	No	1	1	1	1	0.236	1	1	1	1	1	1	1	1	1	1	0
MRPL15	1	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RPS13	1	1	No	N/A	No	1	1	1	1	0.530	1	1	1	1	1	1	1	1	1	1	0
RNF169	5	0	No	N/A	No	8.190435e-01	0.9420097497621881	1	1	0.625	1	1	1	1	1	1	1	0.0338182774721276	1	1	1
NCAPD3	3	0	No	N/A	No	1	0.8133868109796017	1	1	0.804	1	1	1	1	1	1	1	1	1	1	0
HSP90B1	4	0.911581569115816	No	N/A	No	1	1.0	1	1	0.293	1	1	1	1	1	1	1	0.193813791440766	1	1	0
HUS1	11	0	No	N/A	No	1	0.8995602482191827	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ACO1	1	1	No	N/A	No	1	1.0	1	1	0.731	1	1	1	1	1	1	1	1	1	1	0
CACNA2D4	6	0	No	N/A	No	1	1	1	1	0.565	1	1	1	1	1	1	1	1	1	1	0
MCF2L	3	0	No	N/A	No	1	1.0	1	1	0.800	1	1	1	1	1	1	1	1	1	1	0
RET	5	0.85278276481149	No	OG	Missense somatic drivers in other tissues	1	0.5454324693655948	1	1	0.0592	1	1	1	1	1	1	1	1	1	1	0
DNAJC28	3	0	No	N/A	No	1	1	1	1	0.711	1	1	1	1	1	1	1	1	1	1	0
NFATC1	4	0	No	N/A	No	1	0.8300384537079324	1	1	0.479	1	1	1	1	1	1	1	0.0273503862682278	1	1	1
NCF4	2	0.741379310344828	No	N/A	No	1	1.0	1	1	0.521	1	1	1	1	1	1	1	1	1	1	0
MUC5B	10	0	No	N/A	No	1	1	1	1	0.996	1	1	1	1	1	1	1	1	1	1	0
MTIF3	1	0	No	N/A	No	1	1	1	1	0.711	1	1	1	1	1	1	1	1	1	1	0
C1orf204	3	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LPAR4	1	0	No	N/A	No	1	1	1	1	0.402	1	1	1	1	1	1	1	1	1	1	0
SEMA5B	7	0.761825726141079	No	N/A	No	1	1	1	1	0.741	1	1	1	1	1	1	1	1	1	1	0
TRPV3	1	0.883691529709229	No	N/A	No	1	1	1	1	0.624	1	1	1	1	1	1	1	1	1	1	0
CEP135	3	0.0552631578947368	No	N/A	No	1	0.5704759991174211	1	1	0.496	1	1	1	1	1	1	1	1	1	1	0
NRDE2	2	0	No	N/A	No	1	0.17202263965387832	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF12	4	0.790530846484935	No	N/A	No	9.408266e-01	1.0	1	1	0.419	1	1	1	1	1	1	1	1	1	1	0
WARS	2	0	No	N/A	No	1	1	1	1	0.646	1	1	1	1	1	1	1	1	1	1	0
DDX20	2	0.510922330097087	No	N/A	No	5.480034e-01	1.0	1	1	0.505	1	1	1	1	1	1	1	1	1	1	0
TNFRSF19	1	0	No	N/A	No	1	1.0	1	1	0.574	1	1	1	1	1	1	1	1	1	1	0
KAT8	1	0.832976445396146	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UGGT2	2	0	No	N/A	No	1	0.06885392765372104	1	1	0.649	1	1	1	1	1	1	1	1	1	1	0
LRSAM1	4	0.251728907330567	No	N/A	No	1	1.0	1	1	0.763	1	1	1	1	1	1	1	1	1	1	0
GALNT9	1	0.850746268656716	No	N/A	No	1	1	1	1	0.156	1	1	1	1	1	1	1	1	1	1	0
RBM15B	2	0	No	N/A	No	1	1	1	1	0.696	1	1	1	1	1	1	1	1	1	1	0
KRTAP1-5	2	0	No	N/A	No	1	1	1	1	0.810	1	1	1	1	1	1	1	1	1	1	0
KRTAP3-1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PGK1	1	1	No	N/A	No	1	1	1	1	0.626	1	1	1	1	1	1	1	1	1	1	0
CATSPERD	6	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RXRA	12	0.978354978354978	No	N/A	No	7.385702e-04	0.1923074931313766	0.120192789499	1	0.00157	1	3.79012249158311e-05	1	1	1	0.860203	2.288e-03	0.210129892726089	1	0.009817577	5
ALPK3	4	0	No	N/A	No	1	1.0	1	1	0.354	1	1	1	1	1	1	1	0.128713815961989	1	1	0
PELI1	2	0.665071770334928	No	N/A	No	1	1.0	1	1	0.858	1	1	1	1	1	1	1	1	1	1	0
ARFGEF2	4	0.307563025210084	No	N/A	No	1	0.6814857581685296	1	1	0.0889	1	1	1	1	1	1	1	0.0877867845972874	1	1	0
TMEM200A	4	0	No	N/A	No	2.007630e-01	1	1	1	0.875	1	1	1	1	1	1	1	1	1	1	0
CAMKV	1	0.682634730538922	No	N/A	No	1	1	1	1	0.538	1	1	1	1	1	1	1	1	1	1	0
CASR	3	0.806985294117647	No	N/A	No	1	1	1	1	0.446	1	1	1	1	1	1	1	1	1	1	0
KHK	1	1	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
POLR3G	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RNF19A	3	0.241050119331742	No	N/A	No	4.840504e-01	0.29401456440887486	1	1	0.846	1	1	1	1	1	1	1	1	1	1	0
ABT1	1	0	No	N/A	No	1	1	1	1	0.539	1	1	1	1	1	1	1	1	1	1	0
NPY5R	4	0	No	N/A	No	1	1	1	1	0.539	1	1	1	1	1	1	1	1	1	1	0
WSCD2	1	0	No	N/A	No	1	1	1	1	0.826	1	1	1	1	1	1	1	1	1	1	0
ZMYM6NB	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SAA2	1	0.852459016393443	No	N/A	No	9.411744e-01	1	1	1	0.633	1	1	1	1	1	1	1	1	1	1	0
TBCE	1	0	No	N/A	No	1	1.0	1	1	0.0664	1	1	1	1	1	1	1	1	1	1	0
HMHA1	2	0	No	N/A	No	1	1.0	1	1	0.220	1	1	1	1	1	1	1	1	1	1	0
RUSC1	6	0.210643015521064	No	N/A	No	1	1.0	1	1	0.996	1	1	1	1	1	1	1	0.087108818292798	1	1	0
ZNF787	1	0	No	N/A	No	1	1	1	1	0.149	1	1	1	1	1	1	1	1	1	1	0
CNOT2	1	0.366666666666667	No	N/A	No	1	1	1	1	0.482	1	1	1	1	1	1	1	1	1	1	0
ABCA8	8	0	No	N/A	No	1	1	1	1	0.623	1	1	1	1	1	1	1	1	1	1	0
H3F3B	3	0	No	Unk	Missense somatic drivers in other tissues	1.317876e-01	0.35390350361704903	1	1	0.0518	1	1	1	1	1	1	1	1	1	1	0
RP11-192H23.4	6	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ATG4A	1	0.954773869346734	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RAD51AP1	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PCNX	4	0	No	N/A	No	1	1.0	1	1	0.699	1	1	1	1	1	1	1	1	1	1	0
DBNDD1	1	0	No	N/A	No	1	1	1	1	0.0243	1	1	1	1	1	1	1	1	1	1	1
INSRR	4	0.935235158057055	No	N/A	No	1	1	1	1	0.981	1	1	1	1	1	1	1	1	1	1	0
KRT4	2	0	No	N/A	No	1	1	1	1	0.627	1	1	1	1	1	1	1	1	1	1	0
ITGA11	4	0	No	N/A	No	1	1.0	1	1	0.789	1	1	1	1	1	1	1	1	1	1	0
ABCA12	6	0.260500963391137	No	N/A	No	2.084742e-01	1	1	1	0.678	1	1	1	1	1	1	1	1	1	1	0
RAP2A	1	0.983606557377049	No	N/A	No	1	1.0	1	1	0.425	1	1	1	1	1	1	1	1	1	1	0
OTUD7B	3	0	No	N/A	No	1	1.0	1	1	0.376	1	1	1	1	1	1	1	1	1	1	0
PLD5	3	0	No	N/A	No	1	1	1	1	0.414	1	1	1	1	1	1	1	1	1	1	0
ARL13B	5	0.535046728971963	No	N/A	No	1	0.6013725380324829	1	1	0.383	1	1	1	1	1	1	1	1	1	1	0
OSBPL7	4	0	No	N/A	No	1	0.38615610047083737	1	1	0.945	1	1	1	1	1	1	1	1	1	1	0
SLC30A1	2	0	No	N/A	No	1	0.4029628846200911	1	1	0.635	1	1	1	1	1	1	1	0.21347794637559	1	1	0
HECA	1	0	No	N/A	No	1	1	1	1	0.763	1	1	1	1	1	1	1	1	1	1	0
B3GNT5	6	0	No	N/A	No	1	0.6165006161955942	1	1	0.520	1	1	1	1	1	1	1	1	1	1	0
LRFN4	5	0.593700787401575	No	N/A	No	1	0.9251947472301237	1	1	0.980	1	1	1	1	1	1	1	1	1	1	0
GLOD5	1	0.78125	No	N/A	No	7.959355e-01	1	1	1	0.584	1	1	1	1	1	1	1	1	1	1	0
KNDC1	6	0	No	N/A	No	9.369170e-01	1	1	1	0.252	1	1	1	1	1	1	1	1	1	1	0
CYP46A1	3	0.936	No	N/A	No	7.900656e-01	1	1	1	0.315	1	1	1	1	1	1	1	1	1	1	0
DACH1	6	0	No	N/A	No	6.387622e-01	1	1	1	0.130	1	1	1	1	1	1	1	1	1	1	0
CREBZF	2	0	No	N/A	No	1	1	1	1	0.0442	1	1	1	1	1	1	1	1	1	1	1
ITGA2	3	0.908552074513124	No	N/A	No	1	1.0	1	1	0.447	1	1	1	1	1	1	1	1	1	1	0
IL36A	1	0.981012658227848	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BBOX1	1	1	No	N/A	No	1	1	1	1	0.785	1	1	1	1	1	1	1	1	1	1	0
RBM15	5	0.353121801432958	No	Unk	Other somatic drivers in other tissues	1	0.9564202332756256	1	1	0.416	1	1	1	1	1	1	1	0.174246884221197	1	1	0
PPP1R15B	3	0.0995792426367461	No	N/A	No	1	1.0	1	1	0.501	1	1	1	1	1	1	1	1	1	1	0
SLC25A31	3	0.923809523809524	No	N/A	No	1	1	1	1	0.106	1	1	1	1	1	1	1	0.18329342931859	1	1	0
TPRX1	2	0	No	N/A	No	4.291193e-01	1	1	1	0.594	1	1	1	1	1	1	1	1	1	1	0
CPAMD8	5	0.779503105590062	No	N/A	No	1	1	1	1	0.860	1	1	1	1	1	1	1	1	1	1	0
SLC36A3	2	0	No	N/A	No	1	1	1	1	0.300	1	1	1	1	1	1	1	1	1	1	0
TMEM87A	2	0	No	N/A	No	1	1	1	1	0.190	1	1	1	1	1	1	1	0.097937997933969	1	1	0
ZNF124	1	0	No	N/A	No	1	1	1	1	0.717	1	1	1	1	1	1	1	1	1	1	0
FAM101A	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FAM60A	2	0	No	N/A	No	7.528324e-01	0.8595303361990261	1	1	0.881	1	1	1	1	1	1	1	1	1	1	0
LRP4	5	0.874540682414698	No	N/A	No	1	1.0	1	1	0.212	1	1	1	1	1	1	1	1	1	1	0
CCDC17	3	0	No	N/A	No	9.726107e-01	1	1	1	0.110	1	1	1	1	1	1	1	1	1	1	0
TBC1D14	2	0.474747474747475	No	N/A	No	1	0.5418650156262247	1	1	0.318	1	1	1	1	1	1	1	1	1	1	0
SAP25	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DHX35	3	0.987197724039829	No	N/A	No	1	1.0	1	1	0.904	1	1	1	1	1	1	1	1	1	1	0
TCEB3C	7	0.157509157509158	No	N/A	No	9.369170e-01	1	1	1	0.418	1	1	1	1	1	1	1	1	1	1	0
KRT79	3	0.248598130841122	No	N/A	No	1	1	1	1	0.728	1	1	1	1	1	1	1	0.0985401758188966	1	1	0
ZFP28	1	0.514976958525346	No	N/A	No	1	1	1	1	0.559	1	1	1	1	1	1	1	1	1	1	0
EIF4G1	4	0	No	N/A	No	1	1.0	1	1	0.513	1	1	1	1	1	1	1	0.0783596253386933	1	1	0
SCARF2	1	0	No	N/A	No	5.229350e-02	1	1	1	0.193	1	1	1	1	1	1	1	1	1	1	0
RPS6KA1	1	0.950268817204301	No	N/A	No	1	1	1	1	0.246	1	1	1	1	1	1	1	1	1	1	0
DCAF12L1	4	0	No	N/A	No	1	1	1	1	0.215	1	1	1	1	1	1	1	1	1	1	0
LONRF2	2	0	No	N/A	No	9.975753e-01	0.4530454915491289	1	1	0.00517	1	1	1	1	1	1	1	1	1	1	1
GPR151	5	0	No	N/A	No	5.956919e-01	1	1	1	0.118	1	1	1	1	1	1	1	1	1	1	0
PGBD3	3	0.0744580584354383	No	N/A	No	1	1	1	1	0.171	1	1	1	1	1	1	1	1	1	1	0
PTK7	1	0.290352504638219	No	N/A	No	1	1.0	1	1	0.611	1	1	1	1	1	1	1	1	1	1	0
KRT71	2	0.254302103250478	No	N/A	No	1	1	1	1	0.238	1	1	1	1	1	1	1	1	1	1	0
CERS2	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TSPAN16	1	0	No	N/A	No	1	1	1	1	0.282	1	1	1	1	1	1	1	1	1	1	0
IGFL4	1	0	No	N/A	No	1	1	1	1	0.727	1	1	1	1	1	1	1	1	1	1	0
CRYAB	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RUVBL2	2	1	No	N/A	No	1	1.0	1	1	0.251	1	1	1	1	1	1	1	1	1	1	0
ACAD10	3	0.931192660550459	No	N/A	No	1	1.0	1	1	0.298	1	1	1	1	1	1	1	1	1	1	0
NLRC4	3	0	No	N/A	No	1	1	1	1	0.322	1	1	1	1	1	1	1	1	1	1	0
HIST1H3E	1	0	No	N/A	No	1	1	1	1	0.175	1	1	1	1	1	1	1	1	1	1	0
RSAD1	1	0.909502262443439	No	N/A	No	1	1	1	1	0.794	1	1	1	1	1	1	1	1	1	1	0
TRIM10	3	0.956340956340956	No	N/A	No	1	1	1	1	0.361	1	1	1	1	1	1	1	1	1	1	0
ASIC2	1	0.802841918294849	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TSPAN4	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MERTK	5	0	No	N/A	No	1	1.0	1	1	0.377	1	1	1	1	1	1	1	0.146685043442811	1	1	0
RXFP2	2	0.591511936339523	No	N/A	No	1	1	1	1	0.105	1	1	1	1	1	1	1	1	1	1	0
TNS3	7	0	No	N/A	No	1	0.34257633767336776	1	1	0.238	1	1	1	1	1	1	1	0.105305317463776	1	1	0
DCTN5	1	0.906593406593407	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.170953205474225	1	1	0
C17orf107	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NLRP1	1	0.694501018329939	No	N/A	No	1	1.0	1	1	0.886	1	1	1	1	1	1	1	1	1	1	0
RRAGB	3	0.871657754010695	No	N/A	No	1	0.529835508854015	1	1	0.314	1	1	1	1	1	1	1	1	1	1	0
TAS2R9	4	0	No	N/A	No	4.143038e-01	1	1	 0.004802556 	0.974	1	1	1	1	1	1	1	1	1	1	1
GPC6	4	0.866666666666667	No	N/A	No	1	0.40618494664829596	1	1	0.282	1	1	1	1	1	1	1	1	1	1	0
OGN	2	0	No	N/A	No	8.985129e-01	1	1	1	0.205	1	1	1	1	1	1	1	1	1	1	0
C16orf46	2	0	No	N/A	No	1	1	1	1	0.916	1	1	1	1	1	1	1	1	1	1	0
KCTD11	6	0.297413793103448	No	N/A	No	1	1.0	1	1	0.927	1	1	1	1	1	1	1	1	1	1	0
ELMSAN1	8	0	No	N/A	No	1	1.0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NDNF	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PCSK1N	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PRDX4	1	0.896678966789668	No	N/A	No	4.422936e-01	1	1	1	0.287	1	1	1	1	1	1	1	1	1	1	0
AMHR2	1	0.567190226876091	No	N/A	No	1	1	1	1	0.800	1	1	1	1	1	1	1	1	1	1	0
ASPG	2	0	No	N/A	No	1	1	1	1	0.915	1	1	1	1	1	1	1	1	1	1	0
CDCP1	2	0	No	N/A	No	1	0.7581064791491587	1	1	0.0238	1	1	1	1	1	1	1	1	1	1	1
FAM78B	1	0	No	N/A	No	1	1	1	1	0.0196	1	1	1	1	1	1	1	1	1	1	1
AL355490.1	1	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KLC2	1	0	No	N/A	No	1	0.41782041990146657	1	1	0.953	1	1	1	1	1	1	1	0.0291669964744583	1	1	1
GPR62	2	0	No	N/A	No	1	1	1	1	0.530	1	1	1	1	1	1	1	1	1	1	0
C19orf12	1	0	No	N/A	No	7.853614e-01	1	1	1	0.677	1	1	1	1	1	1	1	1	1	1	0
ZNF70	1	0.854260089686099	No	N/A	No	1	1.0	1	1	0.921	1	1	1	1	1	1	1	1	1	1	0
RPS27A	2	0	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BBS1	12	0	No	N/A	No	1	0.5206388678511822	1	1	0.616	1	1	1	1	1	1	1	0.134584245432548	1	1	0
EXOG	2	0.888586956521739	No	N/A	No	1	0.3673644417747767	1	1	0.812	1	1	1	1	1	1	1	1	1	1	0
GTPBP4	3	0.993690851735016	No	N/A	No	1	1	1	1	0.930	1	1	1	1	1	1	1	1	1	1	0
SLC45A1	3	0	No	N/A	No	9.975753e-01	1	1	1	0.323	1	1	1	1	1	1	1	1	1	1	0
TPRG1L	3	0	No	N/A	No	7.626729e-01	1.0	1	1	0.848	1	1	1	1	1	1	1	1	1	1	0
ESRRA	5	0.959810874704492	No	N/A	No	1	0.6333264571972772	1	1	0.233	1	1	1	1	1	1	1	1	1	1	0
PRKD2	5	0	No	N/A	No	1	1.0	1	1	0.924	1	1	1	1	1	1	1	1	1	1	0
SP110	1	0.359046283309958	No	N/A	No	1	1	1	1	0.0273	1	1	1	1	1	1	1	1	1	1	1
CILP2	7	0	No	N/A	No	1	1	1	1	0.953	1	1	1	1	1	1	1	1	1	1	0
ZBTB7A	2	0	No	N/A	No	1	1.0	1	1	0.255	1	1	1	1	1	1	1	1	1	1	0
SRXN1	1	0.883211678832117	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PDCD10	1	1	No	N/A	No	1	1.0	1	1	0.666	1	1	1	1	1	1	1	1	1	1	0
SERPINB7	1	0	No	N/A	No	1	1	1	1	0.342	1	1	1	1	1	1	1	1	1	1	0
